2,104668308,-,intergenic
2,174091075,+,Stx16
6,6812944,-,intergenic
17,37075785,+,intergenic
5,115181462,-,Cabp1
2,18214661,-,Dnajc1
18,42889038,-,Ppp2r2b
17,35966307,-,Abcf1
16,37832927,-,intergenic
16,17645584,-,intergenic
6,66540207,+,Mad2l1
12,40209769,-,Ifrd1
18,34950760,-,Hspa9
13,3652371,+,intergenic
12,84341993,+,Zfp410
16,41431060,+,uc007zfr.1
13,3652360,+,intergenic
6,65710661,+,intergenic
2,91302272,-,1110051M20Rik
7,4468373,-,uc012ewt.1
7,19140389,-,Qpctl
17,33688743,-,March2
2,91234398,-,uc008kvg.2
13,42855580,+,Phactr1
X,150975494,+,intergenic
15,99227117,-,intergenic
7,3404568,+,Cacng8
11,98842922,+,Rapgefl1
4,116131268,-,intergenic
2,31271456,+,Ncs1
15,9199499,+,intergenic
6,114292115,+,Slc6a1
18,76974954,+,intergenic
13,29022379,+,uc007pyl.1
2,104667159,-,intergenic
2,26381740,+,intergenic
11,23030465,+,uc007ies.1
9,21682980,+,Smarca4
13,29030613,+,intergenic
3,25793784,-,Nlgn1
10,78186182,-,intergenic
X,162937663,+,Ctps2
X,7798366,+,Gripap1
11,70037188,+,Dlg4
3,129985579,-,Sec24b
17,33689397,-,March2
11,103189083,-,intergenic
4,136564812,-,Kdm1a
5,135062290,-,Wbscr22
11,70032075,+,Dlg4
7,59333521,-,intergenic
12,112957246,-,intergenic
17,70594018,+,uc008dkz.1
8,105288419,-,4931428F04Rik
10,20253044,+,Mtap7
2,90778777,+,Fnbp4
X,134588617,-,Gla
6,140573439,+,Plekha5
11,97513748,-,Srcin1
3,116744681,-,Agl
18,65477155,+,Malt1
17,46423626,+,intergenic
10,95491018,-,uc007gwl.1
7,127030656,+,intergenic
8,105626933,-,uc009ndi.1
17,56699385,+,Ranbp3
15,89258076,+,Ppp6r2
7,141171359,-,Rnh1
4,124943288,+,9930104L06Rik
13,54555862,-,4833439L19Rik
2,119647857,-,intergenic
11,75300578,-,Rpa1
11,103189091,-,intergenic
8,9706951,-,Fam155a
7,114247482,-,Copb1
4,150641979,-,Slc45a1
4,45406987,-,Mcart1
2,119647885,-,intergenic
13,29031984,+,intergenic
14,39207701,-,Nrg3
11,4879207,+,Nipsnap1
11,61779024,-,Ulk2
1,105740029,+,2310035C23Rik
5,121803554,+,Atxn2
6,6812581,-,intergenic
9,122873845,-,intergenic
6,47871936,+,intergenic
12,21561608,+,intergenic
3,116744693,-,Agl
7,140809009,-,intergenic
9,121717474,+,intergenic
17,69280166,+,Epb4.1l3
12,79155454,-,intergenic
6,30056202,+,Nrf1
11,6260905,-,Ddx56
4,155264201,-,Prkcz
3,25756177,-,Nlgn1
5,124282909,-,Mphosph9
5,117205603,+,Taok3
8,22855666,-,intergenic
6,71533530,+,intergenic
15,89136056,-,Mapk12
15,45098063,-,intergenic
15,8250184,+,2410089E03Rik
9,95557417,-,intergenic
5,34491002,-,intergenic
19,61126100,-,uc008ici.1
6,66540214,+,Mad2l1
9,108557514,+,Qrich1
6,83980407,+,Zfml
17,6122636,+,uc012aji.1
9,95747635,-,Trpc1
3,96585653,-,Polr3gl
7,16835776,+,Strn4
5,117205577,+,Taok3
18,32102555,+,Iws1
8,123465077,+,intergenic
18,10556937,-,intergenic
1,132571146,-,Nfasc
8,91121052,-,intergenic
5,142571451,-,Mmd2
4,118421208,+,intergenic
6,115812387,-,BC060267
6,48525205,+,Zfp862
6,21258123,+,Kcnd2
11,59458313,+,Jmjd4
2,54787411,+,Galnt13
5,37235070,+,intergenic
10,4427907,+,Gm5512
11,97845748,+,intergenic
X,150511044,-,intergenic
11,94122232,+,Spag9
4,155573767,+,Nadk
11,96816314,-,intergenic
7,17018355,-,Ppp5c
1,191017129,-,Mfsd7b
8,27047167,+,uc009lhs.1
5,49106056,-,Kcnip4
11,115408642,+,Ict1
15,77109383,-,Rbfox2
12,3404647,+,Kif3c
11,103189084,-,intergenic
16,32299847,+,Rnf168
13,28403407,-,intergenic
4,127053000,+,intergenic
10,128404563,-,Obfc2b
9,4294261,-,intergenic
5,107516945,+,uc008ymj.2
4,123048383,+,Trit1
2,126916177,-,2010106G01Rik
7,6965014,+,Usp29
4,102893072,+,Sgip1
18,56956480,-,C330018D20Rik
6,6812986,-,intergenic
5,134664913,-,Limk1
8,72558533,+,intergenic
19,8808364,-,intergenic
6,45136035,+,Cntnap2
15,89136062,-,Mapk12
4,155263357,-,Prkcz
6,113189689,-,Lhfpl4
12,100343078,-,Ttc7b
5,19709826,+,Magi2
12,98896209,-,Eml5
14,13959731,-,Thoc7
12,112957251,-,intergenic
7,79924484,-,intergenic
13,100699910,-,Cdk7
12,79170362,-,Vti1b
12,51733978,+,Ap4s1
15,81456160,+,intergenic
11,115407644,+,Ict1
5,34490983,+,intergenic
6,149525689,+,Bicd1
4,42921486,+,N28178
18,65477077,+,Malt1
12,21561630,+,intergenic
3,116677519,-,Slc35a3
X,7651366,+,Syp
6,91902616,+,intergenic
2,91215127,+,intergenic
X,134588643,-,Gla
8,123465095,+,intergenic
10,69905396,+,Ank3
4,126091603,+,intergenic
11,4881661,+,Nipsnap1
11,78298137,+,uc011yal.1
8,84926025,-,Mast1
3,104948905,+,intergenic
18,62661724,+,intergenic
11,23463092,+,Usp34
X,38608451,+,Mcts1
11,29531543,+,Mtif2
6,71531876,+,intergenic
14,93735525,-,Pcdh9
11,105135684,+,Mettl2
11,74856727,-,uc007kcl.1
12,84341973,+,Zfp410
2,156870261,+,1110008F13Rik
16,4786891,-,uc007yal.1
15,98824211,-,Prkag1
16,87433925,-,Rwdd2b
5,37235036,+,intergenic
4,136564741,-,Kdm1a
14,55080558,+,uc007txy.2
2,130409062,-,intergenic
8,123824102,-,intergenic
1,33888702,-,Bend6
5,49447068,-,intergenic
17,23769274,-,Flywch1
4,102912029,+,Sgip1
4,108563004,-,intergenic
4,21834548,+,Usp45
13,55565566,-,Fam193b
12,109676467,+,intergenic
4,63420122,-,Whrn
8,107018209,+,intergenic
16,4033607,-,intergenic
6,140539123,+,Plekha5
18,38459803,+,Ndfip1
12,102486569,+,Golga5
16,18422713,-,Comt
10,62767922,-,Ccar1
15,88807287,-,Alg12
2,130899012,-,A730017L22Rik
2,37688853,-,uc008jnd.2
11,102519329,-,Gpatch8
12,89644412,+,Nrxn3
8,107046726,-,Pdf
5,143397086,+,intergenic
2,170071358,+,uc008obr.1
11,97514803,-,Srcin1
18,77264120,+,intergenic
10,102095764,+,Mgat4c
5,135842822,+,Srrm3
9,70567350,+,Sltm
14,45612603,-,Ddhd1
1,36366300,-,4632411B12Rik
8,70395169,-,Crtc1
14,31700665,-,Ankrd28
11,97515469,-,Srcin1
3,40793207,+,intergenic
2,120971909,+,intergenic
3,25793725,-,Nlgn1
11,20228606,-,Cep68
1,75193552,+,Ankzf1
13,49048658,-,Wnk2
17,27674880,+,Pacsin1
11,96071643,-,intergenic
5,123741287,-,Rsrc2
5,73312444,+,Ociad1
15,72795797,-,Trappc9
X,163978032,-,Car5b
5,33418406,+,4933407H18Rik
19,45806566,-,Kcnip2
19,42194836,+,intergenic
6,72432359,-,intergenic
5,49074156,-,Kcnip4
12,111649474,+,Mark3
11,97513776,-,Srcin1
9,66373591,+,uc009qeo.1
5,93181621,+,intergenic
X,135789064,+,Gprasp1
6,51567943,+,Snx10
3,14179879,+,Ralyl
19,40740988,+,Entpd1
7,141299073,-,Deaf1
6,91902624,+,intergenic
5,49468388,-,intergenic
17,56248020,+,intergenic
12,3404616,+,Kif3c
8,91117053,-,intergenic
6,47869459,+,intergenic
7,127919943,+,Myst1
11,62323401,+,intergenic
11,43702940,+,Pwwp2a
2,29977911,+,Spna2
4,155720528,+,Ssu72
3,88702134,+,2810403A07Rik
6,31376414,+,intergenic
5,49113192,-,Kcnip4
2,156933879,-,Ndrg3
11,101578879,+,Nbr1
7,61863871,-,uc012fmg.1
9,108596621,-,P4htm
9,54399638,-,Dmxl2
5,121805541,+,Atxn2
13,19123857,+,uc007poo.1
8,3539455,+,Pnpla6
17,36004408,-,intergenic
11,103021816,-,intergenic
9,44916943,-,Atp5l
2,181396053,-,Zbtb46
1,132895663,+,Lrrn2
17,26977203,+,uc008bfc.2
12,69742094,-,intergenic
7,81603820,-,Homer2
4,124943291,+,9930104L06Rik
19,4760994,-,uc008gap.1
8,105632906,-,uc009ndi.1
12,80722751,+,3830431G21Rik
12,83818899,-,Numb
4,141023019,-,Crocc
17,8287063,+,Brp44l
10,128506473,+,intergenic
8,72480343,-,Slc35e1
15,81818266,+,Tef
11,50819465,-,Zfp354c
1,190989813,-,intergenic
16,41569136,+,Lsamp
18,35602063,+,Paip2
11,59511055,+,4933439C10Rik
4,56819150,-,Ctnnal1
13,3652353,+,intergenic
17,23769310,-,Flywch1
9,4437928,-,Gria4
4,138260077,+,Sh2d5
2,90919371,+,intergenic
13,19123796,+,uc007poo.1
14,45339201,+,Psmc6
2,127284809,+,uc008mfd.2
17,94760051,-,uc008dwr.1
7,6966433,+,Usp29
19,47249201,+,Neurl1a
2,104996849,-,intergenic
17,63052626,-,Fbxl17
10,91114684,-,intergenic
11,97513784,-,Srcin1
2,32792679,-,Stxbp1
13,14010886,-,Tbce
11,87066634,-,Gdpd1
17,90858676,-,Nrxn1
6,77334060,-,Ctnna2
8,72223594,+,Fam32a
5,19438197,+,Magi2
16,17034904,+,Mapk1
12,85079470,+,intergenic
6,52764459,+,Tax1bp1
5,142870076,-,intergenic
6,124740275,-,uc009drp.1
6,71533539,+,intergenic
5,3587143,+,intergenic
17,5408992,-,intergenic
15,99743126,-,Lass5
X,105337090,+,intergenic
5,27076316,+,Dpp6
14,45338848,+,Psmc6
17,24721457,+,Rps2
1,104781730,+,Cdh20
16,28358470,-,Fgf12
5,135842832,+,Srrm3
15,8091855,-,Wdr70
17,28592868,-,Srpk1
3,127331552,-,uc008rgv.1
14,32296625,+,Parg
6,6812936,-,intergenic
11,116084508,-,Wbp2
19,8976876,+,Eef1g
5,118200415,-,Rnft2
18,67399316,-,intergenic
15,55255268,+,uc007vsb.1
2,154553761,-,Necab3
12,100334131,-,Ttc7b
11,70035219,+,Dlg4
9,4437892,-,Gria4
16,18305633,-,D16H22S680E
2,130900320,-,A730017L22Rik
13,28403276,-,intergenic
11,53264344,-,uc007ivr.1
4,141023757,-,Crocc
4,129320155,-,Rbbp4
4,21911945,+,Coq3
7,140810149,-,Zfp941
5,33416556,+,4933407H18Rik
4,135948022,+,Hmgcl
6,115629582,-,Raf1
2,14148749,+,intergenic
11,98766092,+,uc007lhg.1
2,25302379,-,Grin1
18,32108175,+,intergenic
8,72553005,+,intergenic
11,43716014,+,Pwwp2a
12,111799151,+,Klc1
8,23177127,-,Agpat6
17,32336205,-,Akap8l
9,106905884,-,Dock3
6,71533987,+,intergenic
12,116607721,+,Ptprn2
4,156022813,-,Gm10560
7,122094370,-,Ndufab1
8,25582638,-,Letm2
7,110057454,+,intergenic
3,96583337,-,Polr3gl
11,3709977,-,Osbp2
17,63054120,-,Fbxl17
17,46850343,-,intergenic
8,85079068,-,Wdr83
2,136732331,+,Snap25
11,4878679,+,Nipsnap1
4,56819140,-,Ctnnal1
X,74293473,+,intergenic
17,46888412,-,intergenic
11,68985976,-,Pfas
8,109673406,-,uc009niy.2
2,18214668,-,Dnajc1
1,10031605,-,uc007ahf.1
18,42889157,-,Ppp2r2b
X,100621014,-,intergenic
18,60974131,+,Camk2a
11,106176363,-,Strada
11,80408954,+,intergenic
2,152284735,+,intergenic
2,96607288,+,uc008lhc.1
6,149150903,-,intergenic
12,86955168,+,2310044G17Rik
7,59333691,-,intergenic
15,102210678,+,Zfp740
11,102860979,-,Eftud2
8,9706939,-,Fam155a
7,28694310,+,Fbxo27
13,3652735,+,intergenic
16,17780320,+,Klhl22
4,131876075,+,Srsf4
5,125457477,+,Bri3bp
12,25060147,+,uc007nfc.1
13,55465867,+,Prr7
4,154651522,+,intergenic
7,140810175,-,Zfp941
2,168226027,-,Dpm1
2,121352401,-,uc008lyo.1
8,122823385,+,intergenic
12,89638245,+,Nrxn3
7,28694302,+,Fbxo27
7,57789102,+,Gabrb3
2,96607296,+,uc008lhc.1
5,23424713,-,uc008wpw.1
5,127590640,-,intergenic
5,113088015,-,2900026A02Rik
8,4292228,-,Elavl1
9,44411469,-,uc009pdq.1
6,49259083,-,Tra2a
19,45806529,-,Kcnip2
19,8808373,-,intergenic
4,56954307,-,intergenic
9,21493454,+,Dnm2
16,37832901,+,Fstl1
3,16195872,+,Ythdf3
19,46335967,-,Cuedc2
11,103189077,-,intergenic
17,33688833,-,March2
13,29022397,+,uc007pyl.1
5,138649455,+,intergenic
2,157377607,+,Manbal
12,70995214,+,intergenic
3,113594536,-,uc008rbc.1
2,96607171,+,uc008lhc.1
X,150511058,-,intergenic
8,104415990,-,intergenic
5,120479966,-,intergenic
5,20323100,+,Magi2
7,44598006,+,Kcnc3
12,78960818,-,intergenic
7,127764896,+,Fbxl19
4,124943300,+,9930104L06Rik
11,78297932,+,uc011yal.1
4,136565259,-,Kdm1a
2,3460324,+,Dclre1c
17,28987101,-,Stk38
11,69378987,-,intergenic
6,49259855,-,Tra2a
8,47256380,-,Stox2
5,135373803,+,Nsun5
4,131952655,-,uc008vao.1
6,31515758,+,intergenic
19,43481274,+,Cnnm1
11,78300614,+,intergenic
16,75166166,-,intergenic
7,30180677,+,intergenic
18,35779860,+,Ube2d2
11,100501674,-,Acly
11,104312957,+,Mapt
8,120203495,-,intergenic
8,72550375,+,intergenic
16,32300332,+,Rnf168
8,91110836,-,intergenic
2,104670797,-,intergenic
7,68037330,+,Igf1r
4,138260127,+,Sh2d5
9,20474759,-,Zfp426
5,114053835,-,uc012ebs.1
19,5642274,+,Rela
11,101031741,+,Atp6v0a1
3,16195857,+,Ythdf3
18,32085743,+,Iws1
12,100343079,-,Ttc7b
7,92736929,-,intergenic
14,34330130,+,Glud1
4,138258693,+,Sh2d5
14,39207707,-,Nrg3
1,182298362,+,uc007dxy.1
5,118110345,-,Fbxw8
3,90357025,+,Gatad2b
6,72607990,-,intergenic
5,100547094,+,Cops4
2,91340887,+,intergenic
19,46335190,-,Cuedc2
8,13347919,+,Tfdp1
7,81870360,+,Tm6sf1
3,95130593,-,Scnm1
18,34950928,-,Hspa9
9,96355614,-,Atp1b3
2,65672767,+,Scn2a1
15,65864243,+,Efr3a
12,40210572,-,Ifrd1
2,164765745,+,Dnttip1
2,31224158,+,intergenic
19,8922781,+,uc008gnz.1
11,115580918,-,intergenic
7,144515490,-,Ppfia1
7,127579006,+,uc009jwa.2
5,20322155,+,Magi2
11,121234253,+,intergenic
2,181654484,+,Prpf6
7,59957349,-,uc009heo.1
7,92726910,-,intergenic
11,102001096,-,Mpp3
8,123823259,-,intergenic
10,5810756,+,intergenic
8,87532395,+,intergenic
4,108230620,-,Zyg11b
3,35808056,+,Atp11b
9,4292887,-,intergenic
4,135948025,+,Hmgcl
19,7455162,-,Rtn3
5,146280149,+,Cdk8
2,22942323,-,Abi1
3,88223454,+,intergenic
11,23270387,+,Xpo1
4,139126767,-,2310028O11Rik
11,59458334,+,Jmjd4
8,104425052,-,Dync1li2
18,35804999,+,Ube2d2
18,32102522,+,Iws1
6,124454856,-,Clstn3
2,32792689,-,Stxbp1
6,140573485,+,Plekha5
6,113181927,-,Lhfpl4
12,89644411,+,Nrxn3
11,102525661,-,Gpatch8
X,73806616,-,Pdzd4
4,124960415,+,intergenic
18,42889037,-,Ppp2r2b
6,49261022,-,uc009bwo.1
8,9706975,-,Fam155a
7,109908100,-,uc009jem.1
7,30747841,+,intergenic
17,23765854,-,Flywch1
17,46841091,-,intergenic
7,80712052,-,Iqgap1
6,124740222,-,uc009drp.1
12,33120550,-,F730043M19Rik
3,80706650,-,uc008poe.1
6,120963506,-,uc009dnw.1
11,97239894,-,Npepps
7,81872302,+,uc009ico.2
1,91392781,-,Ilkap
2,135416778,+,Plcb1
2,135415222,+,Plcb1
13,9746701,-,Zmynd11
13,100699929,-,Cdk7
6,146615025,-,Tm7sf3
16,17034895,+,Mapk1
14,105594484,+,uc007uxu.2
4,11188092,-,uc008rzc.1
13,100702832,-,Cdk7
16,65054210,-,Htr1f
12,36094928,-,Bzw2
1,63125395,+,uc007bft.1
15,76731873,-,Arhgap39
17,28961171,+,Kctd20
18,32102598,+,Iws1
8,69891728,-,intergenic
11,101198903,-,uc007lnx.2
13,99426119,-,Mtap1b
17,33688737,-,March2
10,76475264,+,Mcm3ap
14,49194132,+,intergenic
9,70619241,-,Fam63b
5,114053900,-,uc012ebs.1
13,19122117,+,Amph
3,40876131,-,intergenic
13,48873891,+,intergenic
9,20604136,+,intergenic
7,6357212,+,intergenic
1,21935262,-,Kcnq5
7,126971183,+,intergenic
12,76347079,-,intergenic
4,148056360,+,Mthfr
X,74987933,-,uc009tpm.1
9,65685091,+,Oaz2-ps
3,96591324,-,Polr3gl
16,37832887,+,Fstl1
8,71504949,-,Plvap
2,26243764,-,intergenic
19,46540807,-,Arl3
11,87378495,-,Rad51c
X,105335709,-,intergenic
X,150496167,-,intergenic
7,101924164,+,intergenic
7,28694311,+,Fbxo27
10,76555590,+,intergenic
X,36924889,-,38961
2,119647871,-,intergenic
2,104667603,-,intergenic
11,78298160,+,uc011yal.1
1,58391382,-,intergenic
5,23407422,-,uc008wpw.1
1,178952210,-,intergenic
X,103579779,-,B230206F22Rik
5,32811919,-,C330019G07Rik
18,35610288,+,Paip2
6,6812958,-,intergenic
16,56131567,+,Senp7
12,25060305,+,uc007nfc.1
5,111381214,+,Pitpnb
X,135787728,+,Gprasp1
7,55983419,-,Nipa1
4,149468178,-,uc008vwi.1
10,33993365,-,intergenic
6,71533540,+,intergenic
19,6916368,-,Esrra
6,71533580,+,intergenic
14,8165933,-,intergenic
7,27527161,-,intergenic
18,42889031,-,Ppp2r2b
17,28592841,-,Srpk1
18,32102510,+,Iws1
9,59398351,-,Arih1
17,90980844,-,Nrxn1
7,140135775,+,intergenic
1,66672179,+,Unc80
5,129976956,+,Vkorc1l1
X,74291087,+,intergenic
11,115571903,+,Nup85
18,23965371,+,intergenic
10,79818908,+,Palm
4,134111536,+,Ubxn11
8,119406892,+,Mlycd
5,49074243,-,Kcnip4
4,124896889,+,uc008uri.1
3,104899131,+,St7l
11,97538804,-,Srcin1
8,86716891,-,intergenic
16,37832926,-,intergenic
1,128192189,+,R3hdm1
18,60954730,+,Camk2a
6,113724998,+,intergenic
18,38457565,+,Ndfip1
15,98909953,-,Lmbr1l
2,90773273,+,Fnbp4
14,34330082,+,Glud1
X,150496188,-,intergenic
7,126971281,+,intergenic
18,32102625,+,Iws1
9,95556986,-,intergenic
16,20544439,+,intergenic
10,127061565,+,intergenic
12,80634758,-,Erh
15,98909947,-,Lmbr1l
8,9706941,-,Fam155a
3,88352181,+,uc008pus.1
11,29530920,+,Mtif2
3,116677502,-,Slc35a3
17,63054384,-,Fbxl17
13,29030549,+,intergenic
5,108636639,+,Tmem175
4,139112478,-,2310028O11Rik
2,104670888,-,intergenic
10,91114738,-,intergenic
3,80706852,-,uc008pof.1
11,101198908,-,uc007lnx.2
5,20322058,+,Magi2
11,70037043,+,Dlg4
4,118626875,+,Ebna1bp2
9,44899453,-,intergenic
4,127021950,-,intergenic
2,104393775,-,D430041D05Rik
7,6429584,+,Gm16532
12,73928840,+,uc007nwr.2
5,139232869,+,Sun1
6,108426071,+,Itpr1
13,17746779,-,Cdk13
16,20587028,-,intergenic
11,43725011,-,intergenic
11,116388278,-,Rnf157
6,6812965,-,intergenic
5,49445747,-,intergenic
2,181829748,+,intergenic
12,4857089,+,intergenic
10,59985231,-,intergenic
8,87532416,+,intergenic
13,19123807,+,uc007poo.1
9,122860208,-,Zfp445
2,32313922,-,Dnm1
3,109786478,-,Ntng1
6,38563614,+,Luc7l2
7,59329667,-,intergenic
5,115177176,-,Cabp1
11,87342098,-,Ppm1e
18,35601574,+,Paip2
X,8195140,-,Porcn
11,59458319,+,Jmjd4
10,108723236,-,Syt1
13,19122201,+,Amph
17,29302027,+,BC004004
12,90020930,-,intergenic
12,80723749,+,3830431G21Rik
12,70995171,+,intergenic
11,97239885,-,Npepps
2,112355507,+,uc008los.2
6,71529738,+,intergenic
2,18214728,-,Dnajc1
11,84087482,-,Tada2a
16,90965345,-,Synj1
15,73204753,-,intergenic
3,32561471,+,Mfn1
18,76974911,+,intergenic
2,130556075,+,intergenic
3,129985316,-,Sec24b
17,28987066,-,Stk38
4,42926917,+,N28178
3,68994127,-,Ift80
8,123464824,+,intergenic
8,105626913,-,uc009ndi.1
2,155501027,-,Ggt7
16,37088283,-,intergenic
2,155384617,+,Trp53inp2
9,70016443,+,Gtf2a2
12,80723736,+,3830431G21Rik
8,9706903,-,Fam155a
3,32561485,+,Mfn1
19,43480439,+,Cnnm1
5,143392570,+,intergenic
10,79818847,+,Palm
11,3319531,+,intergenic
X,103582515,-,B230206F22Rik
7,28694316,+,Fbxo27
5,150587472,-,N4bp2l1
13,92687977,+,Serinc5
10,94221362,+,intergenic
18,42889085,-,Ppp2r2b
8,70325560,+,Lass1
2,104675291,-,intergenic
9,36791480,-,Ei24
8,94664656,+,intergenic
6,48525201,+,Zfp862
11,72163066,-,4933427D14Rik
15,75956739,+,intergenic
14,20296364,+,Nudt13
17,69279264,+,Epb4.1l3
6,113726716,+,intergenic
7,130897642,+,Plekha1
16,22473851,-,Dgkg
1,177208407,-,Akt3
14,7937179,+,Flnb
12,102260902,+,Slc24a4
3,113594707,-,uc008rbc.1
13,63300712,+,Mir27b
18,23964971,+,intergenic
10,91114679,-,intergenic
13,100466798,-,uc007rqt.1
11,69385854,-,intergenic
4,78058583,-,uc008tjp.1
5,139230280,+,Sun1
17,32796511,-,intergenic
15,36784510,-,Ywhaz
16,37832919,-,intergenic
17,56590734,+,Safb
15,45099173,-,intergenic
11,78297396,+,uc011yal.1
7,112344944,+,Mical2
1,6260210,+,Rb1cc1
1,93371645,+,intergenic
7,45383549,-,uc009guy.1
X,107787094,-,2610002M06Rik
5,145145309,-,intergenic
1,195043553,-,Cd46
13,55558825,-,Fam193b
18,76973991,+,intergenic
9,20601943,+,intergenic
3,36093809,+,intergenic
14,34744039,+,Wapal
7,91148584,+,Dlg2
1,124766356,-,uc007cjy.1
10,67022568,-,Reep3
14,7936048,+,Flnb
6,113613896,+,6720456B07Rik
8,123081456,+,Spg7
16,6560051,+,Rbfox1
12,89638150,+,Nrxn3
7,122153628,+,uc009joo.2
X,105334229,-,intergenic
7,91147649,+,Dlg2
1,60336840,+,intergenic
11,75300577,-,Rpa1
2,96607164,+,uc008lhc.1
18,35610240,+,Paip2
5,121447959,-,Erp29
X,150510190,-,intergenic
4,119360252,-,Ccdc30
11,103684953,-,Gosr2
17,27665000,+,Pacsin1
5,37235020,+,intergenic
12,33120586,-,F730043M19Rik
17,26768728,+,A930001N09Rik
4,126091266,+,intergenic
5,110151304,+,Chfr
12,109726873,+,Mir381
5,24481754,+,Agap3
11,103125887,-,intergenic
8,72478764,-,Slc35e1
7,59333527,-,intergenic
13,28407551,-,intergenic
6,65710662,+,intergenic
16,32300239,+,Rnf168
9,20602548,+,intergenic
3,87921451,+,Mrpl24
19,7455161,-,Rtn3
11,62325982,+,intergenic
4,109104479,-,Osbpl9
6,47871415,+,intergenic
12,105790162,+,Papola
10,77324052,-,Adarb1
X,73806519,-,Pdzd4
7,140897309,+,Psmd13
15,72797612,-,Trappc9
2,152371195,-,uc008nfh.1
17,35858620,+,Mdc1
8,123465071,+,intergenic
17,24407161,-,uc008avq.1
11,109234367,-,Rgs9
16,90966420,-,Synj1
18,60954295,+,Camk2a
9,22042824,-,Elavl3
11,104286866,+,Mapt
9,22042825,-,Elavl3
2,181654477,+,Prpf6
14,26661258,-,intergenic
3,40797055,+,intergenic
11,5076813,-,Ewsr1
18,42889051,-,Ppp2r2b
11,69302047,-,Cntrob
11,113706049,+,uc007mew.1
8,79659684,+,Otud4
8,84250017,-,intergenic
2,181299969,+,intergenic
19,45526774,+,Btrc
16,41752085,+,Lsamp
18,32417712,+,Bin1
15,101269227,+,Nr4a1
10,128365446,-,Coq10a
9,96359752,-,Atp1b3
12,33120564,-,F730043M19Rik
